order_id,customer_id,order_date,total_amount,discount_amount,shipping_cost,order_status,payment_method
2134,4927,2024-02-10,752.37,0.0,0.0,Completed,Credit Card
2135,325,2025-04-06,1981.05,205.89,0.0,Completed,Credit Card
2136,3279,2025-07-27,4532.19,0.0,0.0,Processing,PayPal
2137,2782,2024-01-29,91.56,0.0,0.0,Processing,Debit Card
2138,442,2024-10-14,1242.75,0.0,0.0,Completed,PayPal
2139,774,2024-08-20,1768.69,0.0,0.0,Completed,Debit Card
2140,1990,2024-04-03,535.66,0.0,0.0,Completed,Debit Card
2141,1123,2025-01-14,1909.19,0.0,0.0,Completed,Apple Pay
2142,4651,2024-01-08,257.08,9.06,0.0,Completed,PayPal
2143,1131,2025-05-26,574.62,0.0,0.0,Completed,PayPal
2144,4148,2024-06-20,6444.8,506.77,0.0,Delivered,Google Pay
2145,4510,2024-07-30,432.57,0.0,0.0,Completed,Debit Card
2146,1577,2024-05-16,1640.49,49.96,0.0,Completed,PayPal
2147,4365,2024-07-20,1102.88,0.0,0.0,Completed,PayPal
2148,2268,2025-08-09,89.55,1.01,0.0,Completed,Credit Card
2149,20,2025-08-15,1139.5,0.0,0.0,Completed,Apple Pay
2150,3505,2024-11-13,3353.48,0.0,0.0,Completed,Credit Card
2151,2385,2024-07-12,629.95,0.0,0.0,Processing,Debit Card
2152,944,2024-07-28,8297.92,0.0,0.0,Completed,Google Pay
2153,3481,2025-04-23,2631.39,0.0,0.0,Completed,Debit Card
2154,2854,2024-10-27,1114.48,0.0,0.0,Completed,Apple Pay
2155,1703,2023-10-07,2926.14,0.0,0.0,Completed,Google Pay
2156,1841,2025-04-13,4557.9,0.0,0.0,Completed,Debit Card
2157,4035,2025-02-03,2481.64,0.0,0.0,Delivered,Credit Card
2158,710,2024-05-27,1096.47,0.0,0.0,Completed,Apple Pay
2159,2179,2025-08-25,6338.49,0.0,0.0,Shipped,Debit Card
2160,879,2024-11-14,2646.93,0.0,0.0,Shipped,Debit Card
2161,1736,2023-10-12,1891.28,0.0,0.0,Completed,Google Pay
2162,927,2023-10-05,1448.19,51.91,0.0,Completed,Credit Card
2163,4922,2023-10-19,977.99,0.0,0.0,Completed,PayPal
2164,4430,2025-03-19,1879.8,0.0,0.0,Completed,Credit Card
2165,326,2024-06-16,22.98,0.1,9.83,Returned,Debit Card
2166,1700,2025-08-15,869.21,72.04,0.0,Completed,Apple Pay
2167,695,2024-11-15,837.55,18.29,0.0,Completed,Debit Card
2168,1044,2024-12-01,639.51,35.24,0.0,Completed,Apple Pay
2169,2056,2025-02-02,561.43,0.0,0.0,Shipped,Debit Card
2170,1235,2024-06-08,4114.77,47.93,0.0,Completed,Debit Card
2171,1545,2025-08-26,2897.4,0.0,0.0,Completed,PayPal
2172,1353,2025-07-25,1252.98,58.23,0.0,Completed,PayPal
2173,3851,2025-03-07,6918.13,0.0,0.0,Returned,Credit Card
2174,84,2025-04-18,780.22,0.0,0.0,Completed,Debit Card
2175,4344,2024-02-25,1575.69,0.0,0.0,Completed,PayPal
2176,2299,2024-11-06,643.12,25.74,0.0,Completed,PayPal
2177,2555,2023-12-09,2953.23,84.81,0.0,Completed,Google Pay
2178,1710,2024-05-22,6719.72,0.0,0.0,Returned,Apple Pay
2179,1088,2024-09-09,3921.28,388.14,0.0,Returned,Debit Card
2180,1189,2025-06-18,5829.55,0.0,0.0,Completed,PayPal
2181,1710,2024-06-26,1791.19,0.0,0.0,Completed,Google Pay
2182,4802,2025-07-13,40.36,0.0,5.59,Completed,Apple Pay
2183,1052,2025-08-04,95.7,0.0,0.0,Processing,Google Pay
2184,2346,2023-10-22,2318.54,0.0,0.0,Shipped,Credit Card
2185,2808,2025-08-20,1490.03,0.0,0.0,Completed,Google Pay
2186,4925,2023-11-21,4066.2,0.0,0.0,Returned,Google Pay
2187,3212,2025-07-04,4001.42,0.0,0.0,Completed,Apple Pay
2188,4705,2024-05-11,3209.12,0.0,0.0,Completed,Debit Card
2189,190,2024-04-07,1306.41,0.0,0.0,Processing,Google Pay
2190,2593,2024-02-29,2483.63,0.0,0.0,Completed,Apple Pay
2191,480,2025-02-23,2382.32,0.0,0.0,Delivered,Credit Card
2192,2709,2024-11-06,1221.67,98.56,0.0,Completed,Apple Pay
2193,4360,2025-02-26,690.84,0.0,0.0,Completed,Google Pay
2194,1671,2025-04-12,955.95,0.0,0.0,Completed,Credit Card
2195,1167,2025-05-28,8556.64,0.0,0.0,Completed,Apple Pay
2196,4305,2024-05-26,719.34,0.0,0.0,Completed,PayPal
2197,4880,2024-08-28,2834.01,0.0,0.0,Completed,Debit Card
2198,429,2024-11-03,1401.71,0.0,0.0,Processing,Credit Card
2199,734,2023-12-02,1613.47,0.0,0.0,Completed,PayPal
2200,3105,2024-11-18,1561.48,0.0,0.0,Completed,Google Pay
2201,4799,2025-01-16,5388.65,153.09,0.0,Completed,Google Pay
2202,1046,2023-10-19,665.66,0.0,0.0,Completed,Debit Card
2203,71,2024-09-18,288.82,0.0,0.0,Cancelled,Debit Card
2204,139,2024-08-28,143.44,0.0,0.0,Completed,Google Pay
2205,1197,2025-01-05,7467.32,0.0,0.0,Completed,Google Pay
2206,3948,2025-08-18,2096.4,0.0,0.0,Cancelled,Debit Card
2207,2614,2025-03-17,794.69,41.84,0.0,Completed,Debit Card
2208,139,2025-05-24,2236.09,4.92,0.0,Completed,Credit Card
2209,3785,2024-04-10,2925.37,0.0,0.0,Delivered,Debit Card
2210,4382,2025-01-03,184.96,0.0,0.0,Completed,Credit Card
2211,3783,2025-08-30,5377.63,0.0,0.0,Completed,Debit Card
2212,2483,2025-03-26,1404.33,0.0,0.0,Completed,Apple Pay
2213,4307,2025-08-25,6744.67,0.0,0.0,Completed,Debit Card
2214,3830,2023-12-02,462.47,0.0,0.0,Completed,Google Pay
2215,1645,2025-05-23,3303.73,0.0,0.0,Completed,Credit Card
2216,4529,2024-04-17,2571.58,0.0,0.0,Completed,Debit Card
2217,3246,2025-07-25,187.33,0.0,0.0,Completed,Credit Card
2218,2724,2024-10-27,447.17,3.84,0.0,Completed,Debit Card
2219,2580,2024-10-18,1285.71,134.4,0.0,Completed,Google Pay
2220,655,2025-07-18,4459.23,0.0,0.0,Completed,Google Pay
2221,939,2025-05-29,394.18,0.0,0.0,Cancelled,Apple Pay
2222,787,2023-12-08,3689.02,73.8,0.0,Completed,Debit Card
2223,1980,2024-06-06,252.34,0.0,0.0,Completed,Google Pay
2224,4336,2025-02-12,1036.72,0.0,0.0,Completed,PayPal
2225,759,2025-04-21,249.22,0.0,0.0,Completed,PayPal
2226,1343,2025-06-26,544.65,0.0,0.0,Processing,Credit Card
2227,4630,2025-01-15,3470.36,0.0,0.0,Completed,Debit Card
2228,4288,2025-05-14,1174.11,0.0,0.0,Shipped,PayPal
2229,4299,2025-06-24,757.89,0.0,0.0,Completed,Google Pay
2230,4902,2023-12-08,1522.08,0.0,0.0,Completed,Google Pay
2231,4539,2024-04-27,205.02,3.57,0.0,Completed,Google Pay
2232,4638,2024-04-08,2499.53,0.0,0.0,Completed,Credit Card
2233,1852,2024-08-08,1273.19,37.87,0.0,Completed,Debit Card
2234,1932,2024-07-22,1462.33,0.0,0.0,Completed,Credit Card
2235,4054,2023-11-21,4505.13,0.0,0.0,Completed,Debit Card
2236,3763,2025-08-01,1613.18,0.0,0.0,Shipped,Credit Card
2237,1098,2024-12-17,6053.9,0.0,0.0,Processing,Google Pay
2238,1671,2025-02-02,484.3,0.0,0.0,Completed,Credit Card
2239,2114,2024-12-15,1466.34,88.9,0.0,Cancelled,PayPal
2240,3742,2024-06-01,864.68,85.77,0.0,Cancelled,Debit Card
2241,4230,2024-03-25,1839.99,0.0,0.0,Completed,Debit Card
2242,2936,2023-12-05,2044.68,0.0,0.0,Shipped,Debit Card
2243,4448,2024-08-28,3972.48,0.0,0.0,Completed,Google Pay
2244,2109,2023-11-22,2589.72,0.0,0.0,Delivered,Debit Card
2245,4382,2023-10-08,114.18,0.0,0.0,Completed,Google Pay
2246,2450,2023-09-13,2662.92,58.99,0.0,Completed,Debit Card
2247,979,2025-07-15,542.21,53.18,0.0,Completed,Credit Card
2248,800,2025-06-21,3048.06,20.16,0.0,Delivered,Credit Card
2249,502,2024-07-22,10999.77,0.0,0.0,Processing,Apple Pay
2250,400,2025-08-24,891.55,77.23,0.0,Completed,PayPal
2251,1413,2024-06-19,1260.69,0.0,0.0,Completed,Google Pay
2252,567,2024-07-29,6087.39,0.0,0.0,Completed,Apple Pay
2253,2170,2025-06-27,1628.91,0.0,0.0,Completed,Credit Card
2254,376,2023-12-29,915.05,0.0,0.0,Completed,Credit Card
2255,450,2025-08-18,863.95,84.06,0.0,Completed,Google Pay
2256,1167,2024-07-14,2652.55,23.51,0.0,Completed,Google Pay
2257,3568,2024-07-10,904.23,0.0,0.0,Completed,PayPal
2258,278,2024-08-08,3754.79,0.0,0.0,Returned,Apple Pay
2259,552,2024-10-31,32.7,0.0,10.62,Completed,Debit Card
2260,82,2024-11-13,2542.01,0.0,0.0,Completed,PayPal
2261,3565,2024-06-18,4088.22,0.0,0.0,Shipped,PayPal
2262,1136,2024-04-23,3753.75,0.0,0.0,Completed,Apple Pay
2263,4926,2025-07-07,519.99,0.0,0.0,Completed,Debit Card
2264,1735,2025-05-11,420.62,0.0,0.0,Processing,Apple Pay
2265,4414,2024-05-11,10283.29,0.0,0.0,Delivered,PayPal
2266,192,2025-02-10,6883.11,0.0,0.0,Delivered,Apple Pay
2267,4634,2024-05-26,3304.48,78.61,0.0,Processing,PayPal
2268,1005,2024-03-11,1241.99,0.0,0.0,Completed,Google Pay
2269,491,2025-05-06,153.99,9.07,0.0,Delivered,Apple Pay
2270,1916,2025-07-20,808.45,0.0,0.0,Cancelled,Apple Pay
2271,3552,2025-01-15,1887.29,0.0,0.0,Delivered,Apple Pay
2272,3783,2025-02-24,585.28,0.0,0.0,Completed,PayPal
2273,389,2024-07-16,3085.04,124.06,0.0,Returned,Google Pay
2274,1182,2024-02-28,519.96,0.0,0.0,Completed,Credit Card
2275,4515,2024-10-01,1494.88,17.28,0.0,Completed,Google Pay
2276,693,2025-09-03,264.37,0.0,0.0,Completed,Google Pay
2277,4935,2025-05-26,5299.88,0.0,0.0,Completed,Google Pay
2278,3848,2024-09-30,918.35,0.0,0.0,Delivered,Credit Card
2279,408,2024-08-06,2430.89,0.0,0.0,Shipped,Debit Card
2280,4491,2024-08-12,671.01,0.0,0.0,Completed,Google Pay
2281,3101,2024-06-17,2194.2,0.0,0.0,Completed,Credit Card
2282,311,2024-12-23,1410.13,0.0,0.0,Completed,Apple Pay
2283,2137,2025-01-05,3310.37,0.0,0.0,Completed,Apple Pay
2284,591,2025-08-01,2123.19,0.0,0.0,Completed,Credit Card
2285,3766,2024-06-10,4307.3,61.83,0.0,Completed,Apple Pay
2286,609,2025-01-03,208.71,0.0,0.0,Completed,Credit Card
2287,1244,2024-12-19,2088.98,36.42,0.0,Completed,Apple Pay
2288,4993,2023-10-16,4721.62,125.86,0.0,Processing,PayPal
2289,3659,2024-01-20,1213.09,0.0,0.0,Completed,PayPal
2290,1946,2025-02-06,4646.04,0.0,0.0,Completed,Credit Card
2291,1795,2024-03-06,5133.39,0.0,0.0,Completed,Credit Card
2292,2847,2024-04-12,4672.05,0.0,0.0,Completed,Google Pay
2293,2130,2024-04-16,3387.88,0.0,0.0,Completed,Google Pay
2294,1630,2025-08-27,1270.48,43.16,0.0,Processing,PayPal
2295,1978,2025-05-04,3100.2,0.0,0.0,Completed,PayPal
2296,2764,2025-05-22,1912.24,0.0,0.0,Cancelled,Debit Card
2297,2299,2023-12-23,3388.67,0.0,0.0,Completed,PayPal
2298,20,2024-03-09,738.23,0.0,0.0,Completed,Google Pay
2299,2482,2025-08-05,106.35,3.41,0.0,Completed,Google Pay
2300,3877,2025-05-26,6259.78,0.0,0.0,Completed,PayPal
2301,1741,2024-11-19,4756.6,0.0,0.0,Completed,Google Pay
2302,1256,2023-11-29,167.82,15.52,0.0,Completed,Google Pay
2303,4924,2025-06-20,1711.42,0.0,0.0,Completed,Credit Card
2304,3190,2024-08-08,532.19,0.0,0.0,Delivered,Apple Pay
2305,299,2024-01-29,968.42,0.0,0.0,Processing,Google Pay
2306,3755,2024-02-01,1246.71,0.0,0.0,Completed,PayPal
2307,1712,2024-07-03,2259.21,0.0,0.0,Delivered,PayPal
2308,4472,2024-08-09,1807.57,0.0,0.0,Completed,Apple Pay
2309,4033,2024-04-07,692.04,0.0,0.0,Completed,Google Pay
2310,2154,2024-10-11,2183.53,0.0,0.0,Delivered,Google Pay
2311,3620,2025-06-29,1638.6,0.0,0.0,Delivered,PayPal
2312,3474,2024-05-08,2784.95,0.0,0.0,Completed,PayPal
2313,1718,2024-12-30,4735.79,5.83,0.0,Completed,PayPal
2314,2133,2025-01-24,323.74,33.0,0.0,Shipped,Apple Pay
2315,677,2023-12-03,1606.69,0.0,0.0,Completed,PayPal
2316,4026,2024-10-23,266.22,26.46,0.0,Completed,Credit Card
2317,1036,2025-01-26,477.92,0.0,0.0,Completed,Credit Card
2318,2863,2024-07-11,2309.3,0.0,0.0,Completed,Credit Card
2319,825,2023-11-25,199.22,0.0,0.0,Completed,PayPal
2320,3417,2024-05-10,3441.68,261.44,0.0,Completed,Credit Card
2321,3847,2024-07-05,1142.23,0.0,0.0,Shipped,Apple Pay
2322,1252,2025-07-30,219.62,0.0,0.0,Delivered,Apple Pay
2323,2756,2024-01-13,5350.41,0.0,0.0,Completed,Apple Pay
2324,2892,2024-11-10,702.35,0.0,0.0,Delivered,Google Pay
2325,4124,2024-10-16,2602.12,167.64,0.0,Delivered,Google Pay
2326,1814,2024-03-10,3221.46,0.0,0.0,Completed,Google Pay
2327,3982,2024-07-20,3303.89,0.0,0.0,Completed,Credit Card
2328,3111,2024-02-27,57.98,0.0,12.8,Completed,Google Pay
2329,801,2025-03-17,975.71,0.0,0.0,Completed,PayPal
2330,4240,2024-05-28,2285.86,0.0,0.0,Processing,Debit Card
2331,2789,2024-11-01,3814.06,0.0,0.0,Completed,Apple Pay
2332,82,2025-09-10,521.52,0.0,0.0,Completed,Google Pay
2333,4307,2023-10-27,1176.51,0.0,0.0,Completed,Apple Pay
2334,3557,2025-02-04,1901.28,0.0,0.0,Completed,Debit Card
2335,3063,2024-06-27,514.49,28.32,0.0,Completed,Debit Card
2336,2879,2025-04-16,1556.31,65.33,0.0,Delivered,Debit Card
2337,1168,2024-02-18,2101.53,0.0,0.0,Completed,Google Pay
2338,2051,2024-02-13,4989.1,0.0,0.0,Completed,PayPal
2339,3760,2023-11-17,3212.98,0.0,0.0,Processing,PayPal
2340,1457,2025-02-03,282.02,0.0,0.0,Completed,PayPal
2341,1857,2024-06-17,4128.23,339.84,0.0,Completed,PayPal
2342,1586,2023-11-13,1418.06,0.0,0.0,Processing,Debit Card
2343,1428,2025-01-12,2897.17,0.0,0.0,Completed,Apple Pay
2344,4821,2024-02-13,941.9,93.58,0.0,Completed,Credit Card
2345,4307,2023-11-09,565.89,15.26,0.0,Shipped,Credit Card
2346,172,2025-02-18,6037.03,44.25,0.0,Completed,Debit Card
2347,4892,2024-02-10,1168.12,0.0,0.0,Returned,Apple Pay
2348,4826,2024-06-05,3337.08,268.6,0.0,Completed,Apple Pay
2349,4932,2024-08-10,1887.93,50.12,0.0,Processing,Apple Pay
2350,3879,2023-12-08,1217.62,78.15,0.0,Completed,Google Pay
2351,2290,2025-06-05,261.24,0.0,0.0,Shipped,Credit Card
2352,1151,2023-12-04,39.27,2.03,11.8,Completed,Apple Pay
2353,674,2024-08-21,205.63,21.21,0.0,Delivered,Debit Card
2354,2742,2025-08-07,5329.49,0.0,0.0,Completed,Credit Card
2355,1279,2023-09-14,2609.44,0.0,0.0,Completed,Google Pay
2356,858,2024-01-16,535.26,0.0,0.0,Completed,Google Pay
2357,4363,2024-09-21,5721.21,0.0,0.0,Shipped,Debit Card
2358,1306,2024-10-08,2831.72,0.0,0.0,Cancelled,Debit Card
2359,3860,2024-04-22,335.95,0.0,0.0,Completed,Apple Pay
2360,776,2024-09-13,296.67,0.0,0.0,Completed,Debit Card
2361,3875,2024-02-03,433.76,0.0,0.0,Completed,Debit Card
2362,3138,2024-04-28,3927.5,0.0,0.0,Completed,Credit Card
2363,3855,2024-05-06,1075.8,9.31,0.0,Completed,PayPal
2364,1183,2024-08-30,6619.16,0.0,0.0,Completed,Apple Pay
2365,1814,2025-06-17,2595.79,261.72,0.0,Shipped,Debit Card
2366,1783,2024-12-02,971.76,51.15,0.0,Completed,Google Pay
2367,1734,2025-05-15,5486.3,553.44,0.0,Completed,Debit Card
2368,1847,2024-02-06,187.77,0.0,0.0,Completed,Credit Card
2369,3914,2024-08-22,3406.4,66.04,0.0,Delivered,Google Pay
2370,1726,2024-01-21,531.23,33.26,0.0,Completed,Google Pay
2371,968,2025-04-14,41.98,0.0,12.16,Completed,Apple Pay
2372,3558,2024-01-25,393.25,0.0,0.0,Processing,Google Pay
2373,1350,2024-03-05,74.82,0.0,0.0,Completed,Debit Card
2374,1094,2025-04-30,1084.28,20.0,0.0,Returned,Credit Card
2375,1704,2025-01-05,5103.15,0.0,0.0,Processing,Debit Card
2376,32,2025-08-01,1380.69,0.0,0.0,Completed,Credit Card
2377,839,2025-05-29,2453.88,266.52,0.0,Processing,PayPal
2378,1072,2025-04-13,395.76,32.16,0.0,Completed,PayPal
2379,174,2023-12-05,5353.94,0.0,0.0,Completed,PayPal
2380,2342,2024-09-19,3347.14,0.0,0.0,Completed,PayPal
2381,649,2025-04-26,88.29,0.0,0.0,Delivered,Credit Card
2382,830,2024-07-02,3893.71,0.0,0.0,Completed,Credit Card
2383,2214,2023-11-09,1545.97,0.0,0.0,Completed,Credit Card
2384,1167,2024-12-27,5103.87,412.58,0.0,Delivered,PayPal
2385,4751,2025-03-06,1399.89,153.75,0.0,Completed,Debit Card
2386,4252,2025-07-15,182.96,0.0,0.0,Completed,Apple Pay
2387,4806,2024-07-23,5708.78,0.0,0.0,Completed,Google Pay
2388,2771,2024-11-17,3659.52,380.03,0.0,Completed,Debit Card
2389,4633,2024-01-13,2601.42,0.0,0.0,Shipped,Google Pay
2390,4674,2025-07-26,1225.6,0.0,0.0,Shipped,Google Pay
2391,4636,2024-01-21,164.7,0.0,0.0,Completed,Credit Card
2392,3847,2024-06-05,358.29,0.0,0.0,Completed,PayPal
2393,1829,2024-10-20,3007.15,0.0,0.0,Completed,Google Pay
2394,2989,2024-11-08,44.33,0.17,11.15,Completed,Credit Card
2395,1711,2024-06-01,6761.85,0.0,0.0,Completed,Google Pay
2396,1711,2025-02-09,6965.68,0.0,0.0,Delivered,Google Pay
2397,973,2024-10-20,3231.23,86.74,0.0,Delivered,Google Pay
2398,1152,2025-09-04,1350.75,0.0,0.0,Shipped,Google Pay
2399,4302,2025-06-04,2763.19,0.0,0.0,Completed,Debit Card
2400,1351,2024-04-10,743.01,0.0,0.0,Completed,Credit Card
2401,830,2025-02-05,5424.02,0.0,0.0,Completed,Google Pay
2402,1332,2024-02-11,89.84,0.0,0.0,Completed,Apple Pay
2403,3439,2023-12-13,1558.08,169.43,0.0,Cancelled,Google Pay
2404,3652,2024-02-25,1992.55,45.16,0.0,Completed,Google Pay
2405,32,2025-01-15,1257.37,0.0,0.0,Delivered,Debit Card
2406,3555,2025-03-11,1212.71,0.0,0.0,Shipped,Apple Pay
2407,2845,2025-04-16,1433.52,0.0,0.0,Completed,Credit Card
2408,2881,2024-05-11,1152.2,0.0,0.0,Completed,Google Pay
2409,1332,2025-03-04,2731.57,91.19,0.0,Completed,Google Pay
2410,4229,2025-02-21,716.88,0.0,0.0,Completed,Debit Card
2411,3774,2025-02-20,2444.97,251.94,0.0,Completed,PayPal
2412,4085,2024-09-29,6252.85,155.51,0.0,Completed,Google Pay
2413,2233,2024-05-04,89.75,2.19,0.0,Shipped,Credit Card
2414,1285,2023-09-22,2105.4,0.0,0.0,Completed,Google Pay
2415,3246,2024-10-24,7506.37,0.0,0.0,Completed,Credit Card
2416,4767,2024-08-23,283.87,19.33,0.0,Completed,Google Pay
2417,3348,2024-05-06,2345.43,0.0,0.0,Completed,Google Pay
2418,1211,2024-08-23,1731.19,0.0,0.0,Completed,Google Pay
2419,4614,2024-04-10,249.52,0.0,0.0,Shipped,Debit Card
2420,3569,2023-10-02,2054.6,118.76,0.0,Processing,Debit Card
2421,99,2025-07-14,252.16,0.0,0.0,Completed,PayPal
2422,1659,2024-08-26,3058.14,0.0,0.0,Completed,Apple Pay
2423,3772,2024-02-09,2034.37,0.0,0.0,Completed,Google Pay
2424,4163,2024-12-27,151.61,0.0,0.0,Processing,Apple Pay
2425,570,2024-09-15,804.77,0.0,0.0,Completed,Credit Card
2426,1795,2024-01-06,1810.49,30.79,0.0,Completed,PayPal
2427,1396,2024-11-30,515.03,45.03,0.0,Completed,Debit Card
2428,1813,2025-01-11,5957.14,147.72,0.0,Completed,Debit Card
2429,1651,2024-08-02,489.96,16.17,0.0,Returned,PayPal
2430,3794,2023-12-01,119.39,0.0,0.0,Shipped,Debit Card
2431,134,2025-04-12,3972.98,113.08,0.0,Completed,Google Pay
2432,4177,2024-09-23,3479.61,0.0,0.0,Delivered,Google Pay
2433,1070,2024-06-06,5195.88,0.0,0.0,Completed,Credit Card
2434,4013,2024-07-23,1062.23,0.0,0.0,Delivered,Credit Card
2435,343,2024-06-02,10626.99,0.0,0.0,Processing,Google Pay
2436,2510,2024-08-17,2363.64,0.0,0.0,Completed,Credit Card
2437,2297,2024-09-21,369.83,22.37,0.0,Completed,Credit Card
2438,534,2024-12-12,4590.39,44.88,0.0,Completed,Apple Pay
2439,4654,2024-11-28,1613.56,0.0,0.0,Completed,Apple Pay
2440,2752,2025-06-01,5358.33,0.0,0.0,Processing,Google Pay
2441,2609,2025-07-01,1973.52,0.0,0.0,Completed,Debit Card
2442,4425,2023-10-24,4130.38,214.61,0.0,Completed,Debit Card
2443,1169,2024-07-05,365.28,10.2,0.0,Completed,Apple Pay
2444,3880,2023-12-16,2632.73,112.68,0.0,Completed,Google Pay
2445,3302,2024-10-08,765.06,0.0,0.0,Delivered,Apple Pay
2446,1597,2025-08-08,1307.08,0.0,0.0,Completed,Google Pay
2447,1355,2024-03-17,4132.49,0.0,0.0,Cancelled,PayPal
2448,2385,2025-04-08,3823.73,0.0,0.0,Completed,PayPal
2449,2770,2024-04-22,302.03,0.0,0.0,Completed,Debit Card
2450,1687,2024-04-01,2149.99,0.0,0.0,Completed,Debit Card
2451,1069,2024-01-04,614.22,0.0,0.0,Completed,Google Pay
2452,48,2024-05-23,4812.29,0.0,0.0,Completed,Google Pay
2453,3222,2023-12-16,96.09,7.92,0.0,Completed,Debit Card
2454,2489,2023-11-17,3319.45,251.69,0.0,Completed,Apple Pay
2455,3735,2024-10-08,2130.82,183.4,0.0,Completed,Apple Pay
2456,1191,2023-10-10,836.04,0.0,0.0,Completed,Google Pay
2457,2620,2024-12-17,29.71,0.0,5.01,Delivered,Credit Card
2458,1169,2024-05-13,856.71,82.85,0.0,Delivered,Google Pay
2459,3990,2024-03-31,1975.56,173.53,0.0,Processing,Apple Pay
2460,2348,2024-05-27,74.71,0.0,0.0,Completed,Debit Card
2461,3017,2024-05-11,2427.24,0.0,0.0,Completed,Credit Card
2462,445,2023-11-10,1752.47,0.0,0.0,Returned,Debit Card
2463,3831,2024-12-08,3170.1,0.0,0.0,Completed,Apple Pay
2464,2654,2025-08-08,398.95,0.0,0.0,Completed,Google Pay
2465,3039,2025-02-06,1044.41,0.0,0.0,Shipped,PayPal
2466,3279,2023-12-17,6745.45,54.84,0.0,Processing,Debit Card
2467,675,2024-04-22,343.82,0.0,0.0,Processing,Credit Card
2468,3384,2023-12-01,39.02,0.0,12.73,Processing,Debit Card
2469,586,2024-06-23,45.6,4.74,0.0,Completed,PayPal
2470,2628,2025-08-27,1581.33,0.0,0.0,Completed,Debit Card
2471,4899,2023-12-20,4891.02,435.48,0.0,Completed,Apple Pay
2472,4033,2024-10-14,116.91,7.11,0.0,Completed,Apple Pay
2473,4579,2024-08-11,2054.33,0.0,0.0,Completed,Apple Pay
2474,1169,2024-03-13,7612.6,0.0,0.0,Completed,Debit Card
2475,3066,2024-05-09,7546.06,0.0,0.0,Completed,Debit Card
2476,421,2024-11-08,237.38,0.0,0.0,Completed,PayPal
2477,1317,2024-03-24,679.68,0.0,0.0,Completed,Credit Card
2478,1638,2023-09-15,4827.98,0.0,0.0,Delivered,Google Pay
2479,3890,2023-11-01,940.6,94.22,0.0,Processing,Credit Card
2480,4860,2024-08-06,557.22,36.32,0.0,Processing,PayPal
2481,4541,2025-06-28,114.72,0.0,0.0,Completed,Credit Card
2482,3329,2025-05-03,356.85,0.0,0.0,Completed,Google Pay
2483,1385,2023-11-17,1842.03,0.0,0.0,Completed,PayPal
2484,3374,2025-02-13,1058.14,0.71,0.0,Completed,Debit Card
2485,2331,2024-08-26,1681.43,0.0,0.0,Completed,PayPal
2486,4638,2023-10-18,814.74,0.0,0.0,Completed,PayPal
2487,2321,2025-08-02,170.94,6.57,0.0,Completed,Credit Card
2488,442,2025-06-18,1220.24,0.0,0.0,Completed,Credit Card
2489,346,2025-01-27,4993.85,292.12,0.0,Completed,Google Pay
2490,1917,2025-02-10,302.27,21.06,0.0,Completed,Apple Pay
2491,1601,2024-07-02,305.45,0.0,0.0,Completed,Debit Card
2492,3957,2024-03-24,2133.55,0.0,0.0,Completed,Credit Card
2493,1755,2024-12-25,361.12,0.0,0.0,Completed,Apple Pay
2494,1797,2025-08-17,915.11,0.0,0.0,Processing,Apple Pay
2495,4142,2023-12-11,4825.34,0.0,0.0,Completed,PayPal
2496,3816,2024-05-04,320.32,11.93,0.0,Processing,PayPal
2497,1975,2024-05-05,5775.81,0.0,0.0,Completed,Apple Pay
2498,1718,2024-05-20,1988.86,150.06,0.0,Completed,Credit Card
2499,1525,2024-02-22,1095.19,49.05,0.0,Cancelled,Debit Card
2500,1795,2024-03-19,813.22,0.0,0.0,Completed,Google Pay
2501,1275,2024-09-27,78.64,3.98,0.0,Completed,PayPal
2502,4635,2025-02-27,89.63,3.32,0.0,Completed,Debit Card
2503,1062,2024-06-08,3347.68,0.0,0.0,Completed,Google Pay
2504,1445,2025-06-26,504.88,43.41,0.0,Completed,PayPal
2505,4088,2024-01-28,1813.89,149.39,0.0,Delivered,PayPal
2506,2236,2023-09-26,2242.93,0.0,0.0,Returned,Google Pay
2507,77,2023-11-24,430.93,2.15,0.0,Completed,Google Pay
2508,279,2025-06-08,6114.5,51.58,0.0,Completed,Google Pay
2509,2346,2024-06-16,1216.24,0.0,0.0,Completed,Debit Card
2510,655,2024-07-03,118.38,0.0,0.0,Processing,PayPal
2511,192,2024-12-30,3976.0,0.0,0.0,Processing,Credit Card
2512,4961,2023-11-24,411.26,0.0,0.0,Completed,Debit Card
2513,944,2024-04-12,2545.94,0.0,0.0,Completed,Apple Pay
2514,3782,2024-08-14,3028.51,0.0,0.0,Shipped,PayPal
2515,1047,2025-09-10,1999.43,169.18,0.0,Completed,Google Pay
2516,2362,2025-02-14,875.8,0.0,0.0,Completed,Debit Card
2517,4940,2023-12-04,2097.66,0.0,0.0,Completed,Debit Card
2518,3528,2024-07-01,1245.2,0.0,0.0,Completed,PayPal
2519,4000,2025-02-23,5555.54,0.0,0.0,Completed,Apple Pay
2520,747,2024-04-30,6268.04,0.0,0.0,Completed,Debit Card
2521,3746,2023-11-09,969.93,0.0,0.0,Completed,PayPal
2522,323,2024-06-09,1382.24,18.63,0.0,Completed,PayPal
2523,4581,2025-07-26,4980.36,0.0,0.0,Completed,Apple Pay
2524,1441,2024-09-13,4691.99,0.0,0.0,Completed,Credit Card
