product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,profit_margin
325,H&M Dresses Three,Clothing,Dresses,H&M,95.42,66.48,180,30.33
326,Nike Shoes National,Clothing,Shoes,Nike,96.77,42.0,122,56.6
327,Home Depot Kitchen Record,Home & Garden,Kitchen,Home Depot,498.14,214.59,66,56.92
328,Samsung Cameras Structure,Electronics,Cameras,Samsung,1923.67,1156.23,148,39.89
329,HarperCollins Fiction Change,Books,Fiction,HarperCollins,35.94,14.68,176,59.15
330,Nikon Smartphones Whole,Electronics,Smartphones,Nikon,1395.9,735.64,134,47.3
331,Home Depot Furniture Gas,Home & Garden,Furniture,Home Depot,40.52,17.15,465,57.68
332,Gap Pants These,Clothing,Pants,Gap,132.85,90.86,269,31.61
333,Puma Winter Sports Successful,Sports,Winter Sports,Puma,316.66,208.45,132,34.17
334,Wilson Fitness Everyone,Sports,Fitness,Wilson,197.09,100.42,55,49.05
335,Sony Laptops Provide,Electronics,Laptops,Sony,1378.22,567.0,382,58.86
336,Dell Headphones Network,Electronics,Headphones,Dell,1786.11,1009.15,313,43.5
337,HarperCollins Fiction Apply,Books,Fiction,HarperCollins,38.56,23.56,32,38.9
338,Reebok Fitness Glass,Sports,Fitness,Reebok,306.8,144.2,176,53.0
339,LG Cameras Safe,Electronics,Cameras,LG,1711.42,1153.42,164,32.6
340,Random House Comics Man,Books,Comics,Random House,48.78,26.87,236,44.92
341,Simon & Schuster Comics Yourself,Books,Comics,Simon & Schuster,49.02,32.43,342,33.84
342,Random House Fiction Hair,Books,Fiction,Random House,45.76,28.96,112,36.71
343,Zara Dresses Prepare,Clothing,Dresses,Zara,295.3,174.38,60,40.95
344,Uniqlo Pants Third,Clothing,Pants,Uniqlo,209.8,118.53,37,43.5
345,Apple Laptops Get,Electronics,Laptops,Apple,996.24,633.05,382,36.46
346,Nike Fitness Able,Sports,Fitness,Nike,428.85,217.28,476,49.33
347,LG Tablets Up,Electronics,Tablets,LG,679.03,285.37,138,57.97
348,Wilson Water Sports Conference,Sports,Water Sports,Wilson,319.09,178.33,321,44.11
349,Puma Outdoor Financial,Sports,Outdoor,Puma,70.16,42.25,360,39.78
350,Wilson Winter Sports Change,Sports,Winter Sports,Wilson,64.09,37.49,370,41.5
351,Apple Tablets Enter,Electronics,Tablets,Apple,464.62,238.08,157,48.76
352,Canon Headphones Rather,Electronics,Headphones,Canon,633.96,441.92,208,30.29
353,HarperCollins Non-Fiction Speak,Books,Non-Fiction,HarperCollins,13.99,8.86,459,36.67
354,Samsung Smartphones Certainly,Electronics,Smartphones,Samsung,758.33,442.25,455,41.68
355,Nike Pants Kid,Clothing,Pants,Nike,280.4,171.65,106,38.78
356,Sony Smartphones Dinner,Electronics,Smartphones,Sony,1892.68,1124.12,385,40.61
357,Home Depot Bedding Election,Home & Garden,Bedding,Home Depot,351.75,171.49,259,51.25
358,Gap Shirts House,Clothing,Shirts,Gap,42.79,17.26,490,59.66
359,Levi's Pants Country,Clothing,Pants,Levi's,296.75,160.52,66,45.91
360,Zara Shirts Dream,Clothing,Shirts,Zara,187.77,80.5,343,57.13
361,Simon & Schuster Educational Business,Books,Educational,Simon & Schuster,22.31,10.86,485,51.32
362,Under Armour Outdoor Receive,Sports,Outdoor,Under Armour,264.93,182.17,323,31.24
363,Random House Comics Major,Books,Comics,Random House,34.58,20.88,405,39.62
364,HarperCollins Comics Professional,Books,Comics,HarperCollins,25.98,13.98,406,46.19
365,Uniqlo Shirts Full,Clothing,Shirts,Uniqlo,267.83,107.79,342,59.75
366,Adidas Team Sports Field,Sports,Team Sports,Adidas,335.95,139.32,96,58.53
367,Wilson Outdoor Most,Sports,Outdoor,Wilson,479.37,241.02,347,49.72
368,Canon Laptops Level,Electronics,Laptops,Canon,440.03,304.49,23,30.8
369,Penguin Educational Modern,Books,Educational,Penguin,36.48,19.7,416,46.0
370,Wayfair Bedding Yes,Home & Garden,Bedding,Wayfair,79.46,36.41,374,54.18
371,Pottery Barn Furniture Capital,Home & Garden,Furniture,Pottery Barn,224.56,111.87,198,50.18
372,Under Armour Outdoor Three,Sports,Outdoor,Under Armour,254.54,162.16,391,36.29
373,Nike Dresses Rich,Clothing,Dresses,Nike,90.56,45.09,264,50.21
374,Nike Outdoor Daughter,Sports,Outdoor,Nike,193.84,93.91,487,51.55
375,Wayfair Tools Class,Home & Garden,Tools,Wayfair,335.39,171.38,368,48.9
376,HP Laptops Able,Electronics,Laptops,HP,1735.61,1055.22,276,39.2
377,Nike Pants Clear,Clothing,Pants,Nike,160.21,87.61,215,45.32
378,Apple Headphones Adult,Electronics,Headphones,Apple,1656.77,1099.5,431,33.64
379,Sony Laptops Institution,Electronics,Laptops,Sony,1884.4,1128.83,459,40.1
380,LG Cameras Believe,Electronics,Cameras,LG,1220.24,545.3,382,55.31
381,Nike Accessories Road,Clothing,Accessories,Nike,167.86,87.85,241,47.66
382,Uniqlo Shoes Design,Clothing,Shoes,Uniqlo,40.08,16.56,68,58.68
383,Wayfair Kitchen Power,Home & Garden,Kitchen,Wayfair,124.55,70.94,203,43.04
384,Adidas Water Sports Suffer,Sports,Water Sports,Adidas,109.81,43.97,33,59.96
385,Samsung Smartphones Public,Electronics,Smartphones,Samsung,765.0,530.43,108,30.66
386,Simon & Schuster Fiction Case,Books,Fiction,Simon & Schuster,28.64,17.29,416,39.63
387,H&M Accessories Address,Clothing,Accessories,H&M,186.21,89.42,266,51.98
388,H&M Accessories Easy,Clothing,Accessories,H&M,138.82,56.18,483,59.53
389,Wilson Outdoor Born,Sports,Outdoor,Wilson,141.11,91.7,377,35.02
390,Nike Winter Sports Star,Sports,Winter Sports,Nike,317.74,141.89,219,55.34
391,Dell Headphones Need,Electronics,Headphones,Dell,1405.18,692.08,449,50.75
392,Reebok Water Sports Just,Sports,Water Sports,Reebok,400.82,227.64,163,43.21
393,HP Laptops Listen,Electronics,Laptops,HP,613.33,277.02,132,54.83
394,West Elm Kitchen Large,Home & Garden,Kitchen,West Elm,197.6,87.14,419,55.9
395,Nike Water Sports Theory,Sports,Water Sports,Nike,125.78,57.93,94,53.94
396,Zara Shirts Sign,Clothing,Shirts,Zara,172.89,89.95,122,47.97
397,Adidas Pants Stock,Clothing,Pants,Adidas,38.14,23.71,375,37.83
398,Adidas Dresses Technology,Clothing,Dresses,Adidas,83.36,53.17,242,36.22
399,Adidas Outdoor Maintain,Sports,Outdoor,Adidas,88.76,37.48,305,57.77
400,Apple Headphones Far,Electronics,Headphones,Apple,1107.09,697.08,491,37.03
401,Home Depot Kitchen Food,Home & Garden,Kitchen,Home Depot,173.84,103.69,437,40.35
402,Wayfair Tools National,Home & Garden,Tools,Wayfair,91.67,47.76,370,47.9
403,HarperCollins Fiction Usually,Books,Fiction,HarperCollins,30.65,19.55,77,36.22
404,Penguin Non-Fiction Computer,Books,Non-Fiction,Penguin,27.01,15.7,437,41.87
405,HarperCollins Educational Could,Books,Educational,HarperCollins,26.16,10.59,401,59.52
406,Wilson Winter Sports Mrs,Sports,Winter Sports,Wilson,114.78,52.52,40,54.24
407,HarperCollins Non-Fiction Skill,Books,Non-Fiction,HarperCollins,22.54,10.02,84,55.55
408,Simon & Schuster Comics Middle,Books,Comics,Simon & Schuster,38.85,18.51,83,52.36
409,Penguin Educational Once,Books,Educational,Penguin,34.67,20.38,261,41.22
410,Levi's Accessories Activity,Clothing,Accessories,Levi's,189.56,114.49,471,39.6
411,Nike Water Sports Moment,Sports,Water Sports,Nike,274.55,119.26,467,56.56
412,Zara Pants Which,Clothing,Pants,Zara,182.75,116.14,26,36.45
413,Wayfair Decor Day,Home & Garden,Decor,Wayfair,346.59,208.59,450,39.82
414,Wilson Water Sports Possible,Sports,Water Sports,Wilson,369.27,154.3,142,58.21
415,Apple Tablets Assume,Electronics,Tablets,Apple,1014.54,500.45,287,50.67
416,HarperCollins Fiction Animal,Books,Fiction,HarperCollins,11.4,6.41,274,43.77
417,Zara Accessories Will,Clothing,Accessories,Zara,244.54,164.95,475,32.55
418,Under Armour Team Sports They,Sports,Team Sports,Under Armour,150.2,69.47,119,53.75
419,Pottery Barn Tools Way,Home & Garden,Tools,Pottery Barn,209.94,114.82,158,45.31
420,Random House Non-Fiction Firm,Books,Non-Fiction,Random House,13.01,5.33,111,59.03
421,Under Armour Fitness Population,Sports,Fitness,Under Armour,251.05,135.87,355,45.88
422,Nike Outdoor Lay,Sports,Outdoor,Nike,239.3,139.06,96,41.89
423,Under Armour Water Sports Drug,Sports,Water Sports,Under Armour,153.25,62.91,7,58.95
424,Samsung Headphones Almost,Electronics,Headphones,Samsung,1973.41,1098.41,448,44.34
425,Nike Winter Sports Save,Sports,Winter Sports,Nike,367.48,217.87,264,40.71
426,Puma Team Sports Particular,Sports,Team Sports,Puma,172.14,81.27,72,52.79
427,Apple Cameras Who,Electronics,Cameras,Apple,203.76,99.04,489,51.39
428,Home Depot Tools Imagine,Home & Garden,Tools,Home Depot,444.2,273.47,221,38.44
429,Levi's Shirts Key,Clothing,Shirts,Levi's,99.61,61.2,328,38.56
430,Adidas Pants Include,Clothing,Pants,Adidas,96.39,43.14,13,55.24
431,Canon Cameras Trial,Electronics,Cameras,Canon,1383.94,588.97,428,57.44
432,Nike Shoes List,Clothing,Shoes,Nike,33.35,13.95,307,58.17
433,H&M Dresses Sometimes,Clothing,Dresses,H&M,226.08,90.96,265,59.77
434,Under Armour Outdoor Think,Sports,Outdoor,Under Armour,366.46,242.89,124,33.72
435,Home Depot Tools Leave,Home & Garden,Tools,Home Depot,112.77,74.28,28,34.13
436,Uniqlo Shirts Contain,Clothing,Shirts,Uniqlo,40.11,17.18,293,57.17
437,LG Cameras Out,Electronics,Cameras,LG,707.01,442.56,197,37.4
438,Random House Comics Human,Books,Comics,Random House,18.91,8.29,398,56.16
439,Simon & Schuster Fiction Almost,Books,Fiction,Simon & Schuster,43.84,25.66,154,41.47
440,Under Armour Water Sports Project,Sports,Water Sports,Under Armour,133.12,92.67,251,30.39
441,Samsung Smartphones Close,Electronics,Smartphones,Samsung,280.88,133.47,300,52.48
442,Puma Outdoor Yourself,Sports,Outdoor,Puma,90.06,49.21,74,45.36
443,Adidas Shirts Structure,Clothing,Shirts,Adidas,76.56,48.82,42,36.23
444,Zara Dresses Security,Clothing,Dresses,Zara,147.95,73.75,69,50.15
445,Adidas Accessories Politics,Clothing,Accessories,Adidas,276.47,175.15,284,36.65
446,Canon Headphones Time,Electronics,Headphones,Canon,212.59,138.43,444,34.88
447,LG Cameras Leader,Electronics,Cameras,LG,90.45,37.04,30,59.05
448,Pottery Barn Tools Young,Home & Garden,Tools,Pottery Barn,123.05,57.39,201,53.36
449,Zara Dresses Rather,Clothing,Dresses,Zara,176.69,106.98,104,39.45
450,Home Depot Decor Forget,Home & Garden,Decor,Home Depot,469.0,290.89,84,37.98
451,Pottery Barn Tools Three,Home & Garden,Tools,Pottery Barn,34.34,14.04,493,59.11
452,Random House Fiction Poor,Books,Fiction,Random House,24.68,13.91,349,43.64
453,Nike Fitness Piece,Sports,Fitness,Nike,90.11,40.72,118,54.81
454,Simon & Schuster Comics Available,Books,Comics,Simon & Schuster,43.48,22.26,121,48.8
455,Simon & Schuster Non-Fiction What,Books,Non-Fiction,Simon & Schuster,24.53,15.19,164,38.08
456,Penguin Comics Public,Books,Comics,Penguin,27.33,13.2,338,51.7
457,Nike Water Sports Analysis,Sports,Water Sports,Nike,171.91,77.1,426,55.15
458,Sony Tablets Even,Electronics,Tablets,Sony,398.14,204.18,362,48.72
459,Random House Non-Fiction Structure,Books,Non-Fiction,Random House,17.13,11.6,150,32.28
460,Random House Non-Fiction Send,Books,Non-Fiction,Random House,45.89,20.23,195,55.92
461,Penguin Comics Mind,Books,Comics,Penguin,41.96,17.24,269,58.91
462,West Elm Kitchen Can,Home & Garden,Kitchen,West Elm,306.61,149.57,48,51.22
463,HarperCollins Comics Join,Books,Comics,HarperCollins,26.55,18.2,128,31.45
464,HarperCollins Educational Finish,Books,Educational,HarperCollins,36.96,19.61,344,46.94
465,Dell Smartphones Term,Electronics,Smartphones,Dell,1501.23,945.06,437,37.05
466,Pottery Barn Tools Physical,Home & Garden,Tools,Pottery Barn,400.61,231.95,103,42.1
467,HarperCollins Non-Fiction Generation,Books,Non-Fiction,HarperCollins,21.91,9.13,292,58.33
468,Wayfair Bedding Treatment,Home & Garden,Bedding,Wayfair,786.47,403.34,5,48.72
469,IKEA Decor Even,Home & Garden,Decor,IKEA,254.41,166.98,398,34.37
470,Wilson Outdoor Then,Sports,Outdoor,Wilson,36.16,18.54,446,48.73
471,Levi's Shoes Full,Clothing,Shoes,Levi's,41.85,24.59,255,41.24
472,Under Armour Water Sports Pull,Sports,Water Sports,Under Armour,126.28,76.58,154,39.36
473,Home Depot Tools Morning,Home & Garden,Tools,Home Depot,432.68,204.2,466,52.81
474,Canon Headphones Time,Electronics,Headphones,Canon,1583.28,891.12,244,43.72
475,Canon Cameras Evidence,Electronics,Cameras,Canon,213.61,118.55,96,44.5
476,IKEA Bedding Significant,Home & Garden,Bedding,IKEA,436.19,218.21,478,49.97
477,IKEA Kitchen Fly,Home & Garden,Kitchen,IKEA,197.46,98.79,119,49.97
478,Random House Comics Where,Books,Comics,Random House,26.03,14.48,115,44.37
479,HarperCollins Comics Investment,Books,Comics,HarperCollins,31.25,20.27,410,35.14
480,IKEA Furniture Guy,Home & Garden,Furniture,IKEA,315.8,133.46,299,57.74
481,IKEA Tools Management,Home & Garden,Tools,IKEA,728.59,427.96,33,41.26
482,Adidas Shoes Main,Clothing,Shoes,Adidas,262.65,167.68,200,36.16
483,Adidas Shirts Series,Clothing,Shirts,Adidas,95.13,40.34,449,57.59
484,Pottery Barn Furniture Your,Home & Garden,Furniture,Pottery Barn,462.49,242.09,411,47.66
485,Adidas Team Sports Buy,Sports,Team Sports,Adidas,227.11,150.25,2,33.84
486,Reebok Outdoor Else,Sports,Outdoor,Reebok,445.99,214.72,462,51.86
487,H&M Shirts Rise,Clothing,Shirts,H&M,99.37,66.56,233,33.02
488,Nikon Laptops Teacher,Electronics,Laptops,Nikon,1355.47,674.69,367,50.22
489,Adidas Fitness We,Sports,Fitness,Adidas,216.08,136.0,345,37.06
490,Home Depot Kitchen Property,Home & Garden,Kitchen,Home Depot,319.43,178.77,133,44.03
491,Random House Comics Little,Books,Comics,Random House,38.46,25.98,61,32.45
492,Wilson Water Sports Bring,Sports,Water Sports,Wilson,234.25,130.21,346,44.41
493,Nike Fitness Guy,Sports,Fitness,Nike,443.7,282.79,155,36.27
494,H&M Dresses Decade,Clothing,Dresses,H&M,220.96,125.38,437,43.26
495,Reebok Outdoor Environmental,Sports,Outdoor,Reebok,453.2,277.19,459,38.84
496,HP Smartphones Computer,Electronics,Smartphones,HP,452.85,196.15,50,56.69
497,Simon & Schuster Non-Fiction Make,Books,Non-Fiction,Simon & Schuster,33.0,15.08,204,54.3
498,Puma Winter Sports Morning,Sports,Winter Sports,Puma,163.86,86.23,89,47.38
499,Canon Laptops Skin,Electronics,Laptops,Canon,717.74,502.03,111,30.05
500,Random House Comics Party,Books,Comics,Random House,35.9,15.83,342,55.91
501,IKEA Tools Development,Home & Garden,Tools,IKEA,417.52,283.02,397,32.21
502,Reebok Winter Sports Prove,Sports,Winter Sports,Reebok,367.04,164.53,276,55.17
503,Sony Headphones Thousand,Electronics,Headphones,Sony,621.87,420.6,210,32.37
504,Wilson Team Sports Contain,Sports,Team Sports,Wilson,188.38,126.68,179,32.75
505,Nike Shirts Near,Clothing,Shirts,Nike,149.96,61.09,201,59.26
506,IKEA Kitchen When,Home & Garden,Kitchen,IKEA,325.3,221.88,151,31.79
507,H&M Shoes Time,Clothing,Shoes,H&M,122.61,50.63,358,58.71
508,H&M Dresses Majority,Clothing,Dresses,H&M,247.36,113.33,445,54.18
509,Zara Dresses Speech,Clothing,Dresses,Zara,192.93,134.75,456,30.16
510,Simon & Schuster Educational Dinner,Books,Educational,Simon & Schuster,26.59,10.92,40,58.93
511,Canon Tablets Child,Electronics,Tablets,Canon,1103.13,578.35,191,47.57
512,Random House Non-Fiction Write,Books,Non-Fiction,Random House,48.13,29.0,209,39.75
513,Home Depot Kitchen Stay,Home & Garden,Kitchen,Home Depot,226.63,150.78,342,33.47
514,Dell Laptops Standard,Electronics,Laptops,Dell,752.13,395.74,496,47.38
515,Sony Smartphones Consumer,Electronics,Smartphones,Sony,1097.8,585.4,446,46.68
516,Canon Headphones Sure,Electronics,Headphones,Canon,1109.41,768.55,29,30.72
517,HarperCollins Children Management,Books,Children,HarperCollins,16.99,11.05,421,34.96
518,Adidas Accessories Speak,Clothing,Accessories,Adidas,278.46,158.59,66,43.05
519,H&M Dresses Huge,Clothing,Dresses,H&M,217.41,112.07,122,48.45
520,Nike Winter Sports Last,Sports,Winter Sports,Nike,223.47,100.5,460,55.03
521,Adidas Fitness Full,Sports,Fitness,Adidas,135.72,85.77,133,36.8
522,Wayfair Bedding Even,Home & Garden,Bedding,Wayfair,236.94,132.42,240,44.11
523,Adidas Shoes Something,Clothing,Shoes,Adidas,286.15,168.15,33,41.24
524,Zara Pants Similar,Clothing,Pants,Zara,255.02,174.27,203,31.66
525,Adidas Dresses Nor,Clothing,Dresses,Adidas,155.52,94.95,175,38.95
526,Random House Educational Program,Books,Educational,Random House,23.72,16.38,309,30.94
527,HP Headphones Figure,Electronics,Headphones,HP,744.37,335.68,443,54.9
528,Wayfair Tools Career,Home & Garden,Tools,Wayfair,798.19,358.57,167,55.08
529,Penguin Educational Money,Books,Educational,Penguin,18.19,8.92,437,50.96
530,Simon & Schuster Fiction Traditional,Books,Fiction,Simon & Schuster,32.62,21.23,101,34.92
531,Wayfair Kitchen Focus,Home & Garden,Kitchen,Wayfair,163.7,76.43,348,53.31
532,Gap Dresses Special,Clothing,Dresses,Gap,142.21,81.7,268,42.55
533,Wilson Fitness Phone,Sports,Fitness,Wilson,282.66,194.37,98,31.24
534,Adidas Dresses Speech,Clothing,Dresses,Adidas,275.2,151.49,381,44.95
535,Adidas Outdoor Successful,Sports,Outdoor,Adidas,212.27,143.8,20,32.26
536,Adidas Pants Figure,Clothing,Pants,Adidas,93.7,57.45,67,38.69
537,Simon & Schuster Educational Later,Books,Educational,Simon & Schuster,19.43,10.46,140,46.17
538,Canon Tablets Risk,Electronics,Tablets,Canon,1101.44,609.27,249,44.68
539,Nikon Smartphones Focus,Electronics,Smartphones,Nikon,562.49,232.63,356,58.64
540,HP Laptops Guess,Electronics,Laptops,HP,171.52,77.85,247,54.61
541,Nike Water Sports Production,Sports,Water Sports,Nike,280.38,162.04,6,42.21
542,IKEA Decor Face,Home & Garden,Decor,IKEA,275.47,114.43,409,58.46
543,H&M Pants Raise,Clothing,Pants,H&M,184.73,105.02,118,43.15
544,Pottery Barn Tools Artist,Home & Garden,Tools,Pottery Barn,588.91,375.18,156,36.29
545,HarperCollins Educational Current,Books,Educational,HarperCollins,32.14,22.12,205,31.18
546,Nikon Smartphones Wait,Electronics,Smartphones,Nikon,414.93,228.73,220,44.88
547,LG Tablets Show,Electronics,Tablets,LG,1912.07,1314.88,234,31.23
548,Home Depot Furniture All,Home & Garden,Furniture,Home Depot,662.59,281.14,271,57.57
549,Nike Outdoor Service,Sports,Outdoor,Nike,188.97,86.13,438,54.42
550,Simon & Schuster Fiction Ahead,Books,Fiction,Simon & Schuster,32.22,20.86,217,35.26
551,Pottery Barn Bedding Clearly,Home & Garden,Bedding,Pottery Barn,144.19,94.68,89,34.34
552,IKEA Furniture Question,Home & Garden,Furniture,IKEA,176.12,119.4,5,32.21
553,Zara Pants Black,Clothing,Pants,Zara,107.77,64.61,385,40.05
554,Dell Headphones To,Electronics,Headphones,Dell,1964.74,1247.95,393,36.48
555,Nikon Headphones First,Electronics,Headphones,Nikon,506.45,265.16,194,47.64
556,Adidas Shoes East,Clothing,Shoes,Adidas,95.73,39.63,353,58.6
557,Gap Pants If,Clothing,Pants,Gap,26.91,16.21,167,39.76
558,Dell Smartphones Just,Electronics,Smartphones,Dell,799.01,495.58,176,37.98
559,Sony Cameras General,Electronics,Cameras,Sony,69.44,34.83,65,49.84
560,HarperCollins Educational Something,Books,Educational,HarperCollins,23.44,10.57,80,54.91
561,Pottery Barn Bedding Today,Home & Garden,Bedding,Pottery Barn,255.98,118.63,75,53.66
562,Puma Outdoor Wait,Sports,Outdoor,Puma,41.34,21.68,306,47.56
563,H&M Shirts Order,Clothing,Shirts,H&M,182.73,125.65,338,31.24
564,West Elm Tools Finally,Home & Garden,Tools,West Elm,768.27,506.04,465,34.13
565,Sony Laptops Her,Electronics,Laptops,Sony,668.29,375.48,419,43.81
566,Wilson Winter Sports Way,Sports,Winter Sports,Wilson,430.66,271.95,460,36.85
567,LG Laptops Whole,Electronics,Laptops,LG,508.88,288.67,13,43.27
568,Penguin Educational Defense,Books,Educational,Penguin,19.38,10.85,231,44.01
569,West Elm Decor Once,Home & Garden,Decor,West Elm,532.31,358.49,310,32.65
570,Adidas Accessories On,Clothing,Accessories,Adidas,164.7,76.43,85,53.59
571,Nikon Cameras Consider,Electronics,Cameras,Nikon,1250.8,738.14,3,40.99
572,Zara Accessories Dinner,Clothing,Accessories,Zara,25.61,11.33,123,55.76
573,Simon & Schuster Comics Century,Books,Comics,Simon & Schuster,19.11,8.21,242,57.04
574,Uniqlo Shirts Energy,Clothing,Shirts,Uniqlo,142.44,88.26,175,38.04
575,Apple Laptops Focus,Electronics,Laptops,Apple,1363.84,925.11,441,32.17
576,Under Armour Outdoor Strategy,Sports,Outdoor,Under Armour,296.43,140.41,98,52.63
577,Uniqlo Accessories Go,Clothing,Accessories,Uniqlo,202.53,83.36,192,58.84
578,Random House Comics Several,Books,Comics,Random House,47.56,30.16,296,36.59
579,Adidas Accessories Election,Clothing,Accessories,Adidas,253.2,104.65,296,58.67
580,Samsung Headphones Discover,Electronics,Headphones,Samsung,1656.86,938.6,353,43.35
581,Samsung Headphones Happy,Electronics,Headphones,Samsung,1350.59,721.38,346,46.59
582,Home Depot Tools Impact,Home & Garden,Tools,Home Depot,108.85,47.83,253,56.06
583,Adidas Winter Sports Key,Sports,Winter Sports,Adidas,439.5,215.01,474,51.08
584,Levi's Accessories Myself,Clothing,Accessories,Levi's,119.73,61.26,67,48.83
585,Simon & Schuster Comics Table,Books,Comics,Simon & Schuster,43.84,28.22,428,35.63
586,Simon & Schuster Non-Fiction Color,Books,Non-Fiction,Simon & Schuster,41.43,23.48,176,43.33
587,Nike Shirts Cause,Clothing,Shirts,Nike,70.21,45.21,410,35.61
588,Simon & Schuster Fiction Staff,Books,Fiction,Simon & Schuster,31.2,18.64,329,40.26
589,IKEA Bedding Sort,Home & Garden,Bedding,IKEA,267.63,155.81,495,41.78
590,Levi's Dresses Need,Clothing,Dresses,Levi's,225.43,114.92,198,49.02
591,Dell Headphones Place,Electronics,Headphones,Dell,1461.8,826.35,400,43.47
592,Adidas Shirts Similar,Clothing,Shirts,Adidas,134.99,65.32,27,51.61
593,Nike Water Sports Southern,Sports,Water Sports,Nike,151.61,76.33,302,49.65
594,Sony Headphones Just,Electronics,Headphones,Sony,1688.7,737.06,237,56.35
595,Nike Winter Sports Team,Sports,Winter Sports,Nike,91.89,62.04,257,32.48
596,Sony Cameras His,Electronics,Cameras,Sony,1921.47,1275.27,434,33.63
597,Simon & Schuster Comics Speech,Books,Comics,Simon & Schuster,39.22,18.95,58,51.68
598,Wayfair Decor Member,Home & Garden,Decor,Wayfair,623.59,276.15,217,55.72
599,HP Laptops Religious,Electronics,Laptops,HP,447.56,300.25,135,32.91
600,Random House Comics Home,Books,Comics,Random House,18.09,9.34,423,48.37
601,Levi's Shirts Floor,Clothing,Shirts,Levi's,125.89,78.59,282,37.57
602,Samsung Cameras Point,Electronics,Cameras,Samsung,1173.65,762.2,436,35.06
603,Puma Water Sports Week,Sports,Water Sports,Puma,449.34,202.92,206,54.84
604,H&M Dresses Protect,Clothing,Dresses,H&M,101.77,58.87,34,42.15
605,HarperCollins Educational Church,Books,Educational,HarperCollins,40.11,23.96,16,40.26
606,H&M Pants Red,Clothing,Pants,H&M,256.16,120.52,91,52.95
607,Home Depot Tools Accept,Home & Garden,Tools,Home Depot,329.35,169.98,64,48.39
608,Penguin Comics Store,Books,Comics,Penguin,45.05,25.76,321,42.82
609,West Elm Kitchen Do,Home & Garden,Kitchen,West Elm,696.16,399.52,320,42.61
610,Wilson Team Sports Thought,Sports,Team Sports,Wilson,261.32,178.58,365,31.66
611,HarperCollins Non-Fiction Scene,Books,Non-Fiction,HarperCollins,37.54,24.83,259,33.86
612,LG Smartphones Possible,Electronics,Smartphones,LG,1580.23,1018.4,398,35.55
613,IKEA Decor Officer,Home & Garden,Decor,IKEA,156.45,65.21,193,58.32
614,Random House Non-Fiction A,Books,Non-Fiction,Random House,47.21,28.62,422,39.38
615,Puma Outdoor Budget,Sports,Outdoor,Puma,474.23,296.05,404,37.57
616,Samsung Tablets Defense,Electronics,Tablets,Samsung,1879.33,1296.51,27,31.01
617,Adidas Team Sports Early,Sports,Team Sports,Adidas,86.36,56.76,456,34.28
618,Adidas Team Sports Table,Sports,Team Sports,Adidas,440.29,183.99,18,58.21
619,Nike Winter Sports Prove,Sports,Winter Sports,Nike,217.02,112.44,41,48.19
620,Penguin Comics Man,Books,Comics,Penguin,24.99,16.0,213,35.97
621,Nike Pants Purpose,Clothing,Pants,Nike,95.04,39.55,370,58.39
622,HP Smartphones Industry,Electronics,Smartphones,HP,1778.91,1094.37,47,38.48
623,HP Tablets Baby,Electronics,Tablets,HP,248.07,125.05,144,49.59
624,Nike Outdoor Structure,Sports,Outdoor,Nike,127.81,81.91,310,35.91
625,Penguin Children Population,Books,Children,Penguin,34.77,14.26,201,58.99
626,Reebok Fitness Bank,Sports,Fitness,Reebok,375.51,185.82,363,50.52
627,West Elm Furniture We,Home & Garden,Furniture,West Elm,207.34,98.68,165,52.41
628,West Elm Bedding History,Home & Garden,Bedding,West Elm,583.13,340.36,50,41.63
629,Pottery Barn Bedding Remember,Home & Garden,Bedding,Pottery Barn,486.18,209.01,129,57.01
630,Reebok Water Sports Loss,Sports,Water Sports,Reebok,88.28,40.72,337,53.87
631,Nike Pants Meet,Clothing,Pants,Nike,133.48,89.65,239,32.84
632,Home Depot Kitchen Across,Home & Garden,Kitchen,Home Depot,662.63,458.39,478,30.82
633,LG Smartphones Bit,Electronics,Smartphones,LG,851.25,482.24,131,43.35
634,Random House Educational Who,Books,Educational,Random House,47.57,21.69,487,54.4
635,Sony Smartphones Foreign,Electronics,Smartphones,Sony,85.95,38.19,286,55.57
636,Random House Educational Under,Books,Educational,Random House,19.14,10.08,143,47.34
637,HarperCollins Educational Behind,Books,Educational,HarperCollins,49.61,34.72,252,30.01
638,Puma Fitness Building,Sports,Fitness,Puma,495.37,253.83,51,48.76
639,Sony Smartphones Wish,Electronics,Smartphones,Sony,1714.43,988.57,409,42.34
640,Uniqlo Shoes Bar,Clothing,Shoes,Uniqlo,137.0,77.8,181,43.21
641,Simon & Schuster Children Heart,Books,Children,Simon & Schuster,33.09,20.24,362,38.83
642,Levi's Accessories Smile,Clothing,Accessories,Levi's,208.73,90.03,69,56.87
643,West Elm Bedding Sport,Home & Garden,Bedding,West Elm,172.66,87.47,235,49.34
644,IKEA Decor Newspaper,Home & Garden,Decor,IKEA,554.98,296.83,95,46.52
645,Penguin Non-Fiction Box,Books,Non-Fiction,Penguin,32.4,18.7,355,42.28
646,Penguin Children Provide,Books,Children,Penguin,25.27,12.53,478,50.42
647,Wayfair Furniture Husband,Home & Garden,Furniture,Wayfair,42.02,19.46,457,53.69
648,West Elm Bedding Third,Home & Garden,Bedding,West Elm,225.9,95.26,356,57.83
